year,selling_price,km_driven,fuel,seller_type,transmission
0.8648648648648631,450000,0.0350330614084736,Diesel,Dealer,Manual
1.0,500000,0.0063542806983057,Petrol,Individual,Manual
0.9459459459459438,775000,0.0148272198253218,Petrol,Individual,Manual
0.9459459459459438,2475000,0.0008468702657452,Diesel,Dealer,Automatic
0.8648648648648631,550000,0.0410933311190719,Diesel,Dealer,Manual
0.7567567567567579,300000,0.0296548632976001,Diesel,Individual,Manual
0.8918918918918948,400000,0.0338913328611081,Diesel,Individual,Manual
0.9459459459459438,800000,0.0296548632976001,Diesel,Individual,Manual
0.9459459459459438,530000,0.0220292180832856,Petrol,Individual,Manual
0.8108108108108141,225000,0.0317730980793541,Petrol,Individual,Manual
0.5135135135135158,80000,0.0169454546070759,Petrol,Individual,Manual
0.9459459459459438,710000,0.0177927485197775,Petrol,Individual,Manual
0.7837837837837824,320000,0.0338913328611081,Diesel,Individual,Manual
0.8378378378378386,210000,0.0296548632976001,Petrol,Individual,Manual
0.8648648648648631,550000,0.0072439393066424,Petrol,Dealer,Manual
0.8648648648648631,138000,0.0508372111151404,Petrol,Individual,Manual
0.9189189189189192,750000,0.0076480985030011,Petrol,Dealer,Manual
0.8108108108108141,220000,0.0423642719881243,Diesel,Individual,Manual
0.9729729729729756,600000,0.0042360459165517,Petrol,Individual,Automatic
0.9189189189189192,570000,0.0084725154800597,Petrol,Individual,Manual
0.5405405405405403,40000,0.0381278024246162,Petrol,Individual,Manual
0.8378378378378386,210000,0.0296548632976001,Petrol,Individual,Manual
0.8918918918918948,280000,0.0466007415516323,Diesel,Individual,Manual
0.9189189189189192,2750000,0.0173691015634267,Diesel,Individual,Automatic
0.8918918918918948,645000,0.0046596928729025,Petrol,Dealer,Automatic
0.9459459459459438,850000,0.0271129815594952,Petrol,Dealer,Manual
0.9189189189189192,509999,0.0381278024246162,Petrol,Individual,Manual
0.8378378378378386,465000,0.0115367539153451,Diesel,Dealer,Manual
0.7567567567567579,337000,0.0601574441548582,Diesel,Individual,Manual
0.8918918918918948,525000,0.0148272198253218,Diesel,Dealer,Manual
0.8378378378378386,1750000,0.0127089850435678,Diesel,Individual,Manual
0.7567567567567579,191000,0.0296548632976001,LPG,Individual,Manual
0.7837837837837824,160000,0.0211819241705839,Diesel,Individual,Manual
0.8648648648648631,434000,0.0508372111151404,Diesel,Individual,Manual
0.8918918918918948,900000,0.0466007415516323,Diesel,Individual,Manual
0.9459459459459438,4600000,0.0025414580911484,Diesel,Dealer,Automatic
0.7567567567567579,229999,0.0444825067698783,Diesel,Individual,Manual
0.9189189189189192,800000,0.0148272198253218,Diesel,Individual,Manual
0.8378378378378386,240000,0.0338913328611081,Petrol,Individual,Manual
0.9459459459459438,2475000,0.0008468702657452,Diesel,Dealer,Automatic
0.9459459459459438,409999,0.0148272198253218,Petrol,Individual,Manual
0.7297297297297334,185000,0.0362501991140694,Diesel,Dealer,Manual
0.9729729729729756,550000,0.0063542806983057,Petrol,Individual,Manual
0.7837837837837824,730000,0.1059113154407453,Diesel,Individual,Manual
0.8108108108108141,229999,0.0211819241705839,Petrol,Individual,Manual
0.5945945945945965,175000,0.1059113154407453,Diesel,Individual,Manual
0.9189189189189192,620000,0.0156745137380234,Petrol,Dealer,Manual
0.9729729729729756,779000,0.0029786617501025,Petrol,Trustmark Dealer,Automatic
0.8648648648648631,325000,0.0423642719881243,Diesel,Individual,Manual
0.4594594594594596,45957,0.0381278024246162,Petrol,Individual,Manual
0.6756756756756772,330000,0.0820273709825559,Diesel,Individual,Manual
0.7837837837837824,100000,0.0211819241705839,Petrol,Individual,Manual
0.8648648648648631,400000,0.0368568615555638,Diesel,Individual,Manual
0.8918918918918948,640000,0.0338913328611081,Diesel,Individual,Manual
0.7837837837837824,210000,0.0321967450357049,Petrol,Individual,Manual
0.7567567567567579,330000,0.0423642719881243,Diesel,Individual,Manual
0.6756756756756772,111000,0.0466007415516323,Petrol,Individual,Manual
0.8648648648648631,465000,0.025418393734092,Diesel,Individual,Manual
0.8108108108108141,409999,0.0190636893888299,Diesel,Individual,Manual
0.7837837837837824,35000,0.0148272198253218,Petrol,Individual,Manual
0.8378378378378386,725000,0.0571919154604025,Diesel,Individual,Manual
0.8648648648648631,400000,0.0169454546070759,Petrol,Individual,Manual
0.8648648648648631,300000,0.0429997424226505,Diesel,Individual,Manual
0.9459459459459438,670000,0.0635466198056646,Diesel,Individual,Manual
1.0,700000,0.0005926820919347,Diesel,Individual,Manual
0.9729729729729756,800000,0.0047613681424267,Petrol,Individual,Manual
0.8918918918918948,500000,0.0063542806983057,Petrol,Individual,Manual
0.7027027027027017,365000,0.0466007415516323,Diesel,Individual,Automatic
0.8648648648648631,459999,0.0423642719881243,Diesel,Individual,Manual
0.8648648648648631,484999,0.0317730980793541,Diesel,Dealer,Manual
0.9729729729729756,800000,0.010167103305463,Diesel,Individual,Manual
0.6486486486486527,160000,0.0338913328611081,Petrol,Individual,Manual
0.9459459459459438,750000,0.0105907502618138,Diesel,Individual,Manual
0.7567567567567579,300000,0.0381278024246162,Diesel,Individual,Manual
0.7837837837837824,350000,0.0127089850435678,LPG,Individual,Manual
0.5945945945945965,130000,0.0593101502421566,Petrol,Individual,Manual
0.8108108108108141,290000,0.0635466198056646,Diesel,Individual,Manual
0.9189189189189192,525000,0.0122976238489512,Petrol,Dealer,Manual
0.9459459459459438,650000,0.0202181273448859,Diesel,Dealer,Manual
0.8108108108108141,450000,0.0296548632976001,Diesel,Individual,Manual
0.8918918918918948,1140000,0.0211819241705839,Diesel,Individual,Manual
0.8918918918918948,1925000,0.0114380441745154,Diesel,Dealer,Manual
0.6486486486486527,160000,0.0508372111151404,Petrol,Individual,Manual
0.7567567567567579,195000,0.0194873363451807,Petrol,Individual,Manual
0.8378378378378386,425000,0.0169454546070759,Petrol,Individual,Manual
0.9459459459459438,3800000,0.0042360459165517,Diesel,Dealer,Automatic
0.8648648648648631,375000,0.0677830893691727,Diesel,Individual,Manual
0.8108108108108141,330000,0.0266893346031444,Diesel,Individual,Manual
0.9729729729729756,750000,0.0084725154800597,Diesel,Individual,Manual
0.7027027027027017,150000,0.0635466198056646,Diesel,Individual,Manual
0.8378378378378386,550000,0.0347386267738098,Diesel,Individual,Manual
0.8648648648648631,260000,0.0148272198253218,Petrol,Individual,Manual
0.8648648648648631,600000,0.0542263867659469,Diesel,Dealer,Manual
0.7027027027027017,305000,0.0974383763137292,Diesel,Individual,Manual
0.9459459459459438,700000,0.012285338087217,Diesel,Individual,Manual
0.8108108108108141,210000,0.0338913328611081,Diesel,Individual,Manual
0.8918918918918948,550000,0.0239330875051261,Petrol,Trustmark Dealer,Manual
0.7837837837837824,310000,0.0105907502618138,Diesel,Individual,Manual
0.8918918918918948,675000,0.0457534476389307,Diesel,Dealer,Manual
0.9729729729729756,740000,0.0148272198253218,Diesel,Individual,Manual
0.8918918918918948,1100000,0.025418393734092,Diesel,Individual,Manual
0.7567567567567579,250000,0.0381278024246162,Diesel,Individual,Manual
0.7567567567567579,145000,0.0105907502618138,Petrol,Individual,Manual
0.8108108108108141,349000,0.0423642719881243,Diesel,Individual,Manual
